2024-03-08 23:56:43,NEARUSDT,5.58,"['STRONG_BUY', 'STRONG_BUY', 'BUY', 'BUY', 'STRONG_BUY', 'STRONG_BUY']","[0.86752214, 0.41381792, 0.41381792, 1.17839014, 25.92509025, 43.92571576]","[60.61252723, 61.27269909, 65.05697689, 73.22877423, 79.77798795, 60.18128028]","[0.10804412, 0.02291471, 0.58139706, 1.31805294, 1.59143824, -1.65093824]","[135864.5, 927970.3, 927970.3, 35824665.40000035, 237062840.60000357, 316169942.3000035]"
2024-03-08 23:58:04,PEPEUSDT,9.34e-06,"['STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY']","[0, 6.02957907, 6.02957907, 36.6568915, 57.50421585]","[64.35967644, 72.23859386, 69.65514124, 85.33826403, 90.74337649]","[3e-07, 1.23e-06, 1.43e-06, 4.75e-06, 1.5e-06]","[1332047814446.9995, 8307486972821.999, 8307486972821.999, 172284637668976.94, 828710831999336.8]"
2024-03-09 00:14:43,ETHUSDT,3939.71,"['STRONG_BUY', 'BUY', 'BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY']","[0.03756879, 0.03756879, 0.30798051, 1.83418417, 12.9565544, 17.95221087]","[53.95627251, 56.84227932, 64.14455688, 85.28810553, 84.58873115, 72.43722738]","[2.42679412, 35.55194118, 229.40635294, 728.31905882, 889.06170588, 334.02817647]","[4804.616, 4804.616, 27154.097, 595354.8641, 4213879.3479, 5252284.401]"
2024-03-09 00:15:19,USDCUSDT,0.9968,"['STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL']","[-0.02005817, -0.02005817, -0.10021044, -0.15025543, -0.27013507, -0.26015609]","[23.47204053, 29.975524, 33.18476076, 29.90661625, 33.73308082, 35.07452804]","[-0.00067118, -0.00067647, -0.00135618, -0.00139147, 0.00255676, -0.05183941]","[10493949, 10600406, 75004912, 1009305112, 5851691433, 7751984360]"
2024-03-09 00:15:33,DOGEUSDT,0.17003,"['BUY', 'BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY']","[-0.00588685, 0.17692852, 1.30009542, 7.8939019, 10.79038249, 44.92840095]","[54.83794784, 58.22114633, 57.14365985, 75.08248868, 82.99716271, 63.69058113]","[0.00251882, 0.00641235, 0.00522815, 0.06076524, 0.02825941, -0.02104594]","[588, 36068289, 235261189, 4570862244, 34974799024, 52999652188]"
2024-03-09 00:35:29,USDCUSDT,0.9968,"['SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL']","[0, -0.03008725, -0.11023149, -0.15025543, -0.27013507, -0.26015609]","[22.3820774, 29.22719794, 32.65285145, 29.90661625, 33.73308082, 35.07452804]","[-0.00084941, -0.000685, -0.00136471, -0.00139147, 0.00255676, -0.05183941]","[1924313, 27006003, 91410509, 1025717134, 5868103455, 7768396382]"
2024-03-09 00:55:39,USDCUSDT,0.9966,"['STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL']","[-0.04012036, -0.05014542, -0.13027357, -0.17028949, -0.29014507, -0.2801681]","[24.61824964, 27.83730524, 31.63859882, 29.02922766, 33.04559581, 34.42970132]","[-0.00091618, -0.00072765, -0.00140735, -0.00139147, 0.00255676, -0.05183941]","[7929390, 40681329, 105085835, 1039387315, 5881773636, 7782066563]"
2024-03-09 00:56:26,LINKUSDT,19.547,"['STRONG_SELL', 'STRONG_SELL', 'SELL', 'BUY', 'BUY', 'BUY']","[-0.25003827, -0.69091648, -1.01276079, -2.68346112, -4.68132833, 1.4164159]","[39.2028395, 38.71903956, 44.96938245, 52.02589784, 65.46456599, 65.3942147]","[-0.12096765, -0.20181471, -0.22009118, 0.33317353, 7.20207941, 2.74573529]","[31395.36, 127752.54, 304877.67, 5347422.33, 36947624.36000001, 54437042.35000002]"
2024-03-09 01:15:36,USDCUSDT,0.9971,"['SELL', 'SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL', 'STRONG_SELL']","[0, 0.06021074, -0.08016835, -0.12020435, -0.24012006, -0.23013808]","[39.12151533, 36.69149971, 34.30231846, 31.32686596, 34.81967045, 36.08836529]","[-0.00095765, -0.00091118, -0.00140735, -0.00139147, 0.00255676, -0.05183941]","[1157, 11499732, 119369068, 1053732990, 5896119311, 7796412238]"
2024-03-09 01:18:28,PEPEUSDT,9.17e-06,"['STRONG_BUY', 'STRONG_BUY', 'BUY', 'STRONG_BUY', 'STRONG_BUY']","[0.99337748, 2.23463687, 4.09556314, 34.45747801, 54.63743676]","[56.90358781, 65.72526823, 68.71682838, 85.07176909, 90.57364539]","[1.5e-07, 1.2e-06, 1.43e-06, 4.75e-06, 1.5e-06]","[370874092990.0002, 1735094962410.0002, 15914509326616, 179900829160462.94, 836243677471356.8]"
2024-03-09 01:18:36,RNDRUSDT,10.363,"['BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY', 'STRONG_BUY']","[0.56217893, 2.24696955, -1.35019492, 4.01485496, 37.11299286, 37.65940489]","[53.06594772, 59.24743562, 68.10243611, 77.67204676, 89.88450387, 74.91652152]","[-0.06305294, 0.41221471, 1.66012941, 2.10258529, 3.29040588, None]","[21456.57, 211963.7, 1114590.3, 17225198.05, 107851973.87000042, 141823478.50000042]"
